movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,17.037149578004815,27,521.43,0.88,0.29,hip right,knee right
Plie,12.602547265570893,20,360.86,0.89,0.16,hip right,knee right
Plie,12.602547265570893,20,360.86,0.89,0.16,hip right,knee right
Plie,16.648654873757543,1,5.04,0.89,0.28,hip right,knee right
Plie,16.648654873757543,1,5.04,0.89,0.28,hip right,knee right
Plie,3.6729640747863126,-12,169.06,0.89,0.01,hip right,knee right
Plie,3.6729640747863126,-12,169.06,0.89,0.01,hip right,knee right
Plie,11.366437681637091,22,447.43,0.89,0.13,hip right,knee right
Plie,11.366437681637091,22,447.43,0.89,0.13,hip right,knee right
Plie,10.169289987229538,18,348.56,0.89,0.1,hip right,knee right
Plie,10.169289987229538,18,348.56,0.89,0.1,hip right,knee right
Plie,0.0,0,28.53,0.89,0.0,hip right,knee right
Plie,0.0,0,28.53,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,10.98931134777934,16,237.61,0.89,0.12,hip right,knee right
Back from Plie,10.98931134777934,16,237.61,0.88,0.12,hip right,knee right
Back from Plie,14.009968904364353,-36,608.58,0.88,0.2,hip right,knee right
Back from Plie,14.009968904364353,-36,608.58,0.88,0.2,hip right,knee right
Back from Plie,7.01847821728686,-44,722.6,0.87,0.05,hip right,knee right
Back from Plie,7.01847821728686,-44,722.6,0.87,0.05,hip right,knee right
Back from Plie,0.0,-15,247.82,0.87,0.0,hip right,knee right
Back from Plie,0.0,-15,247.82,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,-62,1198.66,0.88,0.0,hip right,knee right
Releve,0.0,-62,1198.66,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-532,11300.47,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-532,11300.47,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,30.03736768583837,1,0.14,0.88,0.9,hip right,knee right
Plie,30.03736768583837,1,0.14,0.88,0.9,hip right,knee right
Plie,14.67055287498503,20,371.69,0.88,0.22,hip right,knee right
Plie,14.67055287498503,20,371.69,0.88,0.22,hip right,knee right
Plie,13.009066979687486,21,366.88,0.89,0.17,hip right,knee right
Plie,13.009066979687486,21,366.88,0.89,0.17,hip right,knee right
Plie,15.868539882410875,-2,43.94,0.89,0.25,hip right,knee right
Plie,15.868539882410875,-2,43.94,0.89,0.25,hip right,knee right
Plie,3.6729640747863126,-8,106.48,0.89,0.01,hip right,knee right
Plie,3.6729640747863126,-8,106.48,0.89,0.01,hip right,knee right
Plie,10.539071931638254,19,359.3,0.89,0.11,hip right,knee right
Plie,10.539071931638254,19,359.3,0.89,0.11,hip right,knee right
Plie,12.332772259278071,26,598.97,0.89,0.15,hip right,knee right
Plie,12.332772259278071,26,598.97,0.89,0.15,hip right,knee right
Plie,0.0,0,30.04,0.89,0.0,hip right,knee right
Plie,0.0,0,30.04,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,38.1262944268223,44,738.22,0.88,1.45,hip right,knee right
Back from Plie,38.1262944268223,44,738.22,0.88,1.45,hip right,knee right
Back from Plie,34.3560698489519,25,461.91,0.88,1.18,hip right,knee right
Back from Plie,34.3560698489519,25,461.91,0.87,1.18,hip right,knee right
Back from Plie,9.734356503906573,5,142.93,0.87,0.09,hip right,knee right
Back from Plie,9.734356503906573,5,142.93,0.87,0.09,hip right,knee right
Back from Plie,0.0,0,21.88,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,21.88,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Releve,31.406173064826202,57,1038.1,0.88,0.99,hip right,knee right
Releve,31.406173064826202,57,1038.1,0.88,0.99,hip right,knee right
Releve,0.0,0,75.48,0.88,0.0,hip right,knee right
Releve,0.0,0,75.48,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-517,9112.78,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,-517,9112.78,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
Back from Etendre right,0.0,0,0.0,1.01,0.0,foot right,ankle right
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
movement, velocity, acc, jerk, ci, weight,evaluatedjoint, pivot
Plie,27.709063061379485,1,0.11,0.88,0.77,hip right,knee right
Plie,27.709063061379485,1,0.11,0.88,0.77,hip right,knee right
Plie,18.21216163272738,31,611.55,0.88,0.33,hip right,knee right
Plie,18.21216163272738,31,611.55,0.88,0.33,hip right,knee right
Plie,12.408235982679463,19,348.54,0.89,0.15,hip right,knee right
Plie,12.408235982679463,19,348.54,0.89,0.15,hip right,knee right
Plie,18.465285082414237,5,76.02,0.89,0.34,hip right,knee right
Plie,18.465285082414237,5,76.02,0.89,0.34,hip right,knee right
Plie,4.0596290646746045,-9,139.25,0.89,0.02,hip right,knee right
Plie,4.0596290646746045,-9,139.25,0.89,0.02,hip right,knee right
Plie,9.200775184066782,15,241.11,0.89,0.08,hip right,knee right
Plie,9.200775184066782,15,241.11,0.89,0.08,hip right,knee right
Plie,10.169417587170821,18,337.79,0.89,0.1,hip right,knee right
Plie,10.169417587170821,18,337.79,0.89,0.1,hip right,knee right
Plie,0.0,0,27.78,0.89,0.0,hip right,knee right
Plie,0.0,0,27.78,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Plie,0.0,0,0.0,0.89,0.0,hip right,knee right
Back from Plie,14.099019095117646,27,501.81,0.89,0.2,hip right,knee right
Back from Plie,14.099019095117646,27,501.81,0.88,0.2,hip right,knee right
Back from Plie,15.672270314776199,-33,613.3,0.88,0.25,hip right,knee right
Back from Plie,15.672270314776199,-33,613.3,0.88,0.25,hip right,knee right
Back from Plie,6.617617644352296,-48,747.44,0.87,0.04,hip right,knee right
Back from Plie,6.617617644352296,-48,747.44,0.87,0.04,hip right,knee right
Back from Plie,0.0,-16,254.96,0.87,0.0,hip right,knee right
Back from Plie,0.0,-16,254.96,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Back from Plie,0.0,0,0.0,0.87,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,-44,783.37,0.88,0.0,hip right,knee right
Releve,0.0,-44,783.37,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
Releve,0.0,0,0.0,0.88,0.0,hip right,knee right
